front,back,tags,source
In react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md: Round 1 walkthrough?,"``ts const r1Details: ScoreDetail[] = team.r1.map((pick, i) => { const pts = scorePick(pick, ROUND1MATCHES[i]); r1 += pts || 0; return { match: ROUND1MATCHES[i], pick, points: pts, correct: pts === null ? null : pts === 3, }; }); ``",concept,react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md
In react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md: The Final is special?,"``ts const finalMatch = FINAL_MATCH[0]; const fPts = scorePick(team.final, finalMatch); f += fPts || 0; const fDetails: ScoreDetail[] = [{ match: finalMatch, pick: team.final, points: fPts, correct: fPts === null ? null : fPts === 3, }]; ``",concept,react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md
In react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md: The total and the return?,"``ts const total = r1 + r2 + qf + sf + f; return { r1, r2, qf, sf, f, total, r1Details, r2Details, qfDetails, sfDetails, fDetails }; } ``",concept,react-snooker/chapter-01-foundations/03-pure-functions-and-scoring.md
"Complete / recall the soundbite from react-snooker/chapter-01-foundations/README.md: 'Before you write a single line of React, you need to underst...'","Before you write a single line of React, you need to understand the problem and the data. Half of senior interviews are ""how would you model this?"" — and that's a question that's answered before any JSX gets typed.",soundbite,react-snooker/chapter-01-foundations/README.md
Complete / recall the soundbite from react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 'Goal: understand the framework decision tree well enough to ...',"Goal: understand the framework decision tree well enough to defend ""we used Next.js"" in an interview without looking nervous. Beginners pick frameworks by vibe; seniors pick by requirements.",soundbite,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
"Complete / recall the soundbite from react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 'Interview answer template:* ""Compile-time errors, self-docum...'","Interview answer template:* ""Compile-time errors, self-documenting types, and editor support. The cost is a small upfront learning curve and slightly more verbose code, but for any project bigger than a 50-line script the win is overwhelming.",soundbite,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
Complete / recall the soundbite from react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 'I'm building a single-page React app for a fantasy sports le...',"I'm building a single-page React app for a fantasy sports league. ~250 hand-typed data records, 5 tabs, no backend, no auth, no real-time, deployment to Vercel. Should I use Next.js or Vite + React? Lay out the tradeoffs honestly. Don't just say 'use the popular one.'",soundbite,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: Vite wins on:?,"- Dev server startup speed. Vite boots in ~200ms; Next takes 2-3 seconds. - Less framework magic. What you see in your code is what runs. - Smaller bundle by default. No SSR overhead, no Next runtime. - Easier to migrate to a non-React framework later. Vite is generic.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: Next.js wins on:?,"- Vercel deployment with literally one click. Push to GitHub, import on Vercel, done. Vite needs a hosting target you configure (Netlify, Cloudflare Pages, etc.). - TypeScript + Tailwind + ESLint pre-wired. npx create-next-app gives you a working project with all of these. With Vite you assemble them yourself. - Image and font optimization out of the box (next/font, next/image). - Routing if you ever expand. If next year you add a /leaderboard/[year] route, Next has it free; Vite needs react-router-dom. - Server components for free. Even though we won't use them heavily, the option is there.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 2. Self-documenting code?,"When you write function calculateTeamScores(team: Team): TeamScores, anyone reading the code knows the input shape, the output shape, and they can Cmd+Click to navigate to either. Types are documentation that the compiler keeps honest. Comments drift. Types don't.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 3. Editor superpowers?,"VS Code, Cursor, Windsurf — every modern editor turns into a god-tier autocomplete machine when you have types. You type team. and it shows you r1, r2, qf, sf, final, .... You don't have to memorize the shape; the editor reminds you.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: When NOT to use TypeScript?,"There's a reasonable counterargument for tiny scripts (under 50 lines), prototypes you'll throw away, and learning exercises where the type ceremony obscures the lesson. For anything shipped to production, multi-file, or maintained by more than one person — TypeScript wins.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 1. To set up globals.css properly?,app/globals.css has these three Tailwind directives at the top:,concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 2. To leave the door open for future Tailwind use?,"If you later want to convert one component from inline styles to Tailwind classes, the toolchain's already set up. No re-config needed.",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: 3. So next/font and other Next.js features that integrate with Tailwind work cleanly?,Some Next plugins assume Tailwind is present. Having it costs ~5KB of CSS and zero developer time.,concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
In react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md: Why inline styles instead of Tailwind classes??,"The codebase uses dynamic, computed styles based on team colors, gradients with multiple custom values, and conditional logic that would produce very long class strings if rendered with Tailwind:",concept,react-snooker/chapter-02-project-setup/01-why-nextjs-typescript.md
"Complete / recall the soundbite from react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: 'Goal: from an empty folder to a running Next.js dev server, ...'","Goal: from an empty folder to a running Next.js dev server, with every config file explained line by line. By the end of this lesson, npm run dev boots a placeholder page at http://localhost:3000.",soundbite,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
Complete / recall the soundbite from react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: 'Why does npm run dev need run but npm start doesn't? Histori...',"Why does npm run dev need run but npm start doesn't? Historical: a few script names (start, test, install, restart, stop) are built-in shortcuts; the rest need run. It's a wart. Live with it.",soundbite,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
"In react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: ""name"", ""version"", ""private""?","- ""name"" is the project name. Used by tools, never by your code. - ""version"" follows semver (semantic versioning). Doesn't matter for an unpublished app; matters a lot for npm packages. - ""private"": true"" is a safety latch. It tells npm ""do not publish this to the public registry."" Don't omit it. Many beginners have accidentally published their unfinished apps because they didn't have this.",concept,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
"In react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: ""scripts"" — the npm command surface?",These are the commands you'll type 100 times during development:,concept,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
"In react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: ""devDependencies"" — what's needed only at dev/build time?","These are tooling: TypeScript itself, type definitions for React/Node, Tailwind/PostCSS, ESLint, Prettier. They don't ship in the production bundle.",concept,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
In react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md: app/layout.tsx?,"```tsx import type { Metadata } from 'next'; import { Roboto, Roboto_Slab } from 'next/font/google'; import './globals.css';",concept,react-snooker/chapter-02-project-setup/02-scaffolding-the-project.md
"Complete / recall the soundbite from react-snooker/chapter-02-project-setup/03-creating-data-files.md: 'Goal: fill out lib/matches.ts, lib/teams.ts, lib/players.ts,...'","Goal: fill out lib/matches.ts, lib/teams.ts, lib/players.ts, and lib/constants.ts. By the end of this lesson, the data layer is complete and calculateTeamScores(team) produces real numbers.",soundbite,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: 1. Real apps spend a lot of time on data plumbing?,"In an interview, you'll be asked to build a feature in 45 minutes. A third of that time is going to be typing fixture data so you have something to render. Practicing it on a real, larger-than-toy dataset prepares you for that.",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: 2. Typing the data forces you to feel the invariants?,When you write a Team object and have to lay out its 16 R1 picks in the same order as the 16 matches in ROUND1_MATCHES — you internalize Lesson 1.2's invariant in your fingers. That's worth more than reading about it three times.,concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: export const ROUND1_MATCHES: Match[]?,"- export so other files (lib/scoring.ts, components) can import it. - const because we never reassign the array. (We could mutate the array's contents, but TypeScript's readonly modifiers can prevent that too — we don't bother for an internal data file.) - : Match[] is the type annotation: an array of Match objects. TypeScript will complain if you forget a required field on any item, or add a typo, or pass a number where a string is expected. That's the whole point.",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: The objects themselves?,"``ts { id: 1, p1: 'Zhao Xintong', p2: 'Liam Highfield', winner: 'Zhao Xintong', score: '10-7', seed1: 1 }, ``",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Pending matches look different?,"By the end of the tournament every match has a winner. But during the tournament, before any QF matches were finished, the QF_MATCHES array would have looked like this:",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: The four other rounds?,``ts export const ROUND2MATCHES: Match[] = [ /* 8 entries */ ]; export const QFMATCHES: Match[] = [ / 4 entries / ]; export const SFMATCHES: Match[] = [ /* 2 entries */ ]; export const FINALMATCH: Match[] = [ / 1 entry / ]; ``,concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: How the file ends?,"The full file is about 90 lines. It exports five constants. The order is R1 first, Final last — chronological order from the user's point of view, not bracket-evaluation order. The reader's brain is happier in chronological order.",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: What's in each team?,"- Identity: name, color, accent, icon, motto. The color and accent are the team's primary brand pair, used for gradients in headers and badges. - Picks: r1 (16 strings), r2 (8 strings), qf (4 strings), sf (2 strings), final (1 string).",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: How to type 16 picks without going insane?,"Realistically you do this with a printout of the bracket on one side and your editor on the other. For each match in ROUND1_MATCHES, ask the team owner ""who do you pick?"" and write the name in the corresponding slot.",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Color choices?,Each team has a primary color and an accent. The convention used in this codebase:,concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Two optional fields you might see?,Recall from Lesson 1.2 that Team has two optional helper arrays: r1Players? and r2Players?. You'll see them on a few teams. They're only used in edge cases for scoring. Most of the eight teams will not have these arrays. Don't worry about them yet; you'll meet them again in Chapter 4 if at all.,concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
"In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Record<string, PlayerInfo> explained?","Record<K, V> is TypeScript shorthand for ""an object whose keys are of type K and values are of type V."" Record<string, PlayerInfo> means ""any string key is allowed; every value must be a PlayerInfo.""",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Country flag emojis?,"Yes, you can put flag emojis directly in TypeScript strings. UTF-8 encoding handles them natively. Just paste them in:",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Seeds: top-16 only?,"``ts 'Liam Highfield': { country: '🏴', status: 'Qualifier', flag: 'ENG' }, // no seed ``",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
"In react-snooker/chapter-02-project-setup/03-creating-data-files.md: Why a dictionary, not an array?","Already covered in Lesson 1.2. The most common operation is ""given a player's name, get their metadata"" — that's an O(1) hash lookup with a dictionary, or an O(n) .find() with an array. The dictionary wins on both performance and readability.",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: BALL_COLORS — the seven snooker ball colors?,"``ts export const BALL_COLORS = ['#FFFFFF', '#FBBF24', '#16A34A', '#92400E', '#3B82F6', '#EC4899', '#000000']; ``",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: th and td — shared table cell styles?,"``ts export const th: React.CSSProperties = { padding: '14px 16px', / ... / }; export const td: React.CSSProperties = { padding: '12px 8px', / ... / }; ``",concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
In react-snooker/chapter-02-project-setup/03-creating-data-files.md: tabStyle — a function that returns a style object?,``ts export function tabStyle(active: boolean): React.CSSProperties { ... } ``,concept,react-snooker/chapter-02-project-setup/03-creating-data-files.md
Complete / recall the soundbite from react-snooker/chapter-02-project-setup/README.md: 'From an empty folder to a running dev server. No React yet —...',"From an empty folder to a running dev server. No React yet — but by the end you'll have a Next.js + TypeScript + Tailwind app booting at http://localhost:3000, with your lib/ folder full of typed data and pure scoring logic.",soundbite,react-snooker/chapter-02-project-setup/README.md
"Complete / recall the soundbite from react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: 'Goal: by the end of this lesson, you can look at any React c...'","Goal: by the end of this lesson, you can look at any React component file and identify every part of it — the function, the props, the JSX, the return, the imports — and explain what each one does to a junior developer.",soundbite,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Functional vs class components — the 2026 answer?,"If you've read any React tutorial older than 2020, you've probably seen class MyComponent extends React.Component { render() { ... } }. That's the class component style. It still works, but you should never write a new class component in 2026.",concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Why does this matter??,"Three implications fall out of ""JSX is just function calls"":",concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Lines 3–9: the props interface?,``tsx interface StatCardProps { icon: LucideIcon; label: string; value: string | number; color: string; bgColor: string; } ``,concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Line 11: the function declaration?,"``tsx export default function StatCard({ icon: Icon, label, value, color, bgColor }: StatCardProps) { ``",concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Lines 12–32: the return — JSX?,``tsx return ( <div style={{ ... }}> <Icon size={28} strokeWidth={2.5} /> <div style={{ ... }}>{label}</div> <div style={{ ... }}>{value}</div> </div> ); ``,concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: The inline style attribute?,"``tsx <div style={{ background: linear-gradient(135deg, ${bgColor} 0%, ${bgColor}DD 100%), color: '#FFFFFF', padding: 24, borderRadius: 16, boxShadow: 0 8px 24px ${bgColor}40, }} > ``",concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
In react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md: Template literals for dynamic colors?,"``tsx background: linear-gradient(135deg, ${bgColor} 0%, ${bgColor}DD 100%), ``",concept,react-snooker/chapter-03-first-component/01-anatomy-of-a-component.md
"Complete / recall the soundbite from react-snooker/chapter-03-first-component/02-rendering-the-standings.md: 'Goal: build the first real, data-driven React component in t...'","Goal: build the first real, data-driven React component in this app — <StandingsTab> v1. By the end of this lesson, you'll see a sortable table of 8 fantasy teams in your browser, ranked by total points.",soundbite,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
"Complete / recall the soundbite from react-snooker/chapter-03-first-component/02-rendering-the-standings.md: 'Interview question: ""What does the key prop do?"" The wrong a...'","Interview question: ""What does the key prop do?"" The wrong answer is ""it makes the warning go away."" The right answer is ""it tells React the identity of each list item across renders, so React can reconcile the DOM correctly when the list changes.""",soundbite,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: 'use client' at the top — finally?,"This is the directive we've been foreshadowing. Putting 'use client' as the first line of a file marks the file (and everything it imports that's not also marked server) as a client component. That means it gets shipped to the browser as JavaScript and can use useState, useEffect, event handlers, etc.",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: Stub style — minimal so the data is the focus?,"``tsx <div style={{ padding: 32, fontFamily: 'sans-serif' }}> ``",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: Line 1–2: imports?,``tsx import { TEAMS } from ' import { calculateTeamScores } from ' ``,concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: Line 5–8: derive the data?,"``tsx const teamsWithScores = TEAMS.map(t => ({ ...t, scores: calculateTeamScores(t), })).sort((a, b) => b.scores.total - a.scores.total); ``",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: Lines 11–22: the JSX?,"``tsx return ( <table> <thead> <tr><th>Rank</th><th>Team</th><th>Total</th></tr> </thead> <tbody> {teamsWithScores.map((team, i) => ( <tr key={team.name}> <td>{i + 1}</td> <td>{team.name}</td> <td>{team.scores.total}</td> </tr> ))} </tbody> </table> ); ``",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: What is React doing??,"When the data changes — say, a team's score goes up and the order shifts — React needs to figure out which DOM nodes to keep, which to update, and which to throw away. Without keys, React falls back to comparing by position in the array: the first row is the first row, the second is the second, etc.",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
In react-snooker/chapter-03-first-component/02-rendering-the-standings.md: The classic key bug?,"Beginners often write key={i} because the index is right there. It works right up until the list reorders or has an item inserted in the middle, at which point React applies updates to the wrong rows and you get bizarre bugs (form inputs lose their values, animations attach to the wrong row, etc.).",concept,react-snooker/chapter-03-first-component/02-rendering-the-standings.md
Complete / recall the soundbite from react-snooker/chapter-03-first-component/03-progressive-enhancement.md: 'Goal: turn the ugly v1 standings table into the polished ver...',"Goal: turn the ugly v1 standings table into the polished version you see in the finished app — by adding one feature at a time. By the end you'll have built <LeagueTable>, <StatCard>, <FormBadge>, and a beautiful, working standings tab.",soundbite,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: 1. Props for data — teams is now passed in?,"Before, StandingsTab knew about TEAMS directly. Now <LeagueTable> is decoupled from where the teams come from. It's a pure rendering component: give it teams, it renders them. Anyone could reuse it.",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: 2. An optional callback prop — onTeamClick??,The ? in onTeamClick?: makes the prop optional. The caller can pass it (and clicks become interactive) or not pass it (and clicks do nothing). The component handles both cases:,concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: IIFE inside JSX (immediately-invoked function expression)?,"JSX {} expects an expression, not a sequence of statements. We have several statements (const rank = ..., const rankColor = ..., then a return). To embed those in JSX, we wrap them in an arrow function and immediately invoke it:",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: A nested ternary for the colors?,``tsx const rankColor = rank === 1 ? '#FBBF24' : rank === 2 ? '#9CA3AF' : rank === 3 ? '#B45309' : '#E5E7EB'; ``,concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: display: 'inline-flex' for centering?,"``tsx display: 'inline-flex', alignItems: 'center', justifyContent: 'center', ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: The conditional coloring?,"``tsx background: team.final === 'Wu Yize' ? '#DCFCE7' : '#FEE2E2', color: team.final === 'Wu Yize' ? '#166534' : '#991B1B', ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: Lucide icons as components?,"``tsx import { TrendingUp, TrendingDown, Minus } from 'lucide-react'; ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: Picking a component dynamically?,``tsx const Icon = trending === 'up' ? TrendingUp : trending === 'down' ? TrendingDown : Minus; // ... <Icon size={16} strokeWidth={3} /> ``,concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: CSS Grid with auto-fit and minmax?,"``tsx gridTemplateColumns: 'repeat(auto-fit, minmax(220px, 1fr))', ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: Computed values inside the component?,"``tsx const totalMatches = ROUND1MATCHES.length + ROUND2MATCHES.length + ...; const leader = teamsWithScores[0]; const avgScore = Math.round(teamsWithScores.reduce((sum, t) => sum + t.scores.total, 0) / 8); ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
In react-snooker/chapter-03-first-component/03-progressive-enhancement.md: Importing icons by name?,"``tsx import { Trophy, Calendar, Target } from 'lucide-react'; ``",concept,react-snooker/chapter-03-first-component/03-progressive-enhancement.md
Complete / recall the soundbite from react-snooker/chapter-03-first-component/README.md: 'Now we write React. From a 15-line hello-world component to ...',"Now we write React. From a 15-line hello-world component to a fully styled standings table with sorted rows, medal-color rank badges, per-round columns, and a form indicator.",soundbite,react-snooker/chapter-03-first-component/README.md
Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: 'Goal: completely demystify useState. By the end of this less...',"Goal: completely demystify useState. By the end of this lesson you can answer ""what does useState do?"" in a way that gets you hired, and you can predict exactly what happens to your component when state changes.",soundbite,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: 'Senior rule: if a piece of data can be derived from existing...',"Senior rule: if a piece of data can be derived from existing state or props, don't put it in state. Compute it on every render. Storing it duplicates the source of truth and creates synchronization bugs. State is for the minimum set of changeable values.",soundbite,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
