front,back,tags,source
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/02-the-skill-stack.md: 'Honestly, my job is the same as it was three years ago....'","Honestly, my job is the same as it was three years ago.",soundbite,ai-interview/chapter-01-foundations/02-the-skill-stack.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/02-the-skill-stack.md: 'I just review the AI's code now, like a manager....'","I just review the AI's code now, like a manager.",soundbite,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: Layer 1 — Typing?,What it is: keystrokes. Pressing letter keys to put characters in a file.,concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: Layer 2 — Implementation?,What it is: turning a clear specification into working code.,concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: Layer 4 — Judgment?,What it is: deciding which design is right for our situation.,concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: 4.1. Prompt engineering as engineering?,"Not ""prompt hacks."" Real engineering: stable system prompts, structured contexts, deterministic output formats, eval suites that score prompts the way unit tests score functions.",concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: 4.2. Eval-driven development?,"Writing test cases (sometimes called ""evals"") that gauge whether an AI-driven feature is doing the right thing. Includes ground-truth datasets, automated scoring, and human-in-the-loop review.",concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: 4.3. AI code review?,"The skill of reviewing AI-generated code with a different mental model than human-generated code. AI tends to make different mistakes (overconfident plausible-but-wrong APIs, missing edge cases the spec didn't mention, security mistakes in copy-pasted patterns). Knowing the failure modes is its own discipline.",concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: 4.4. Cost and latency thinking?,"LLM calls cost money and add latency. Engineering features that use LLMs at runtime requires understanding token counts, cache strategies, model tiering (""fast model for the easy cases, smart model for the hard ones""), and graceful degradation.",concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
In ai-interview/chapter-01-foundations/02-the-skill-stack.md: 4.5. Risk and safety thinking?,Knowing where AI must not be in the loop. PII redaction. Prompt-injection defense. Output validation. Regulated-industry constraints.,concept,ai-interview/chapter-01-foundations/02-the-skill-stack.md
Can you state the one-sentence shift (section 1) from memory?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Can you list the four ""tells"" of a crutch user and explain each in your own words?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Can you give the senior version of the phrase from section 3 about your own work?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Have you done at least one of the three exercises in section 8?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Do you have a STAR story from your real work where you didn't trust the AI?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: '*The interviewer can usually tell within 60 seconds whether ...',*The interviewer can usually tell within 60 seconds whether a candidate uses AI as a tool or as a crutch.* This lesson is the difference.,soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'Junior with AI: ""What does the AI think I should do?"" Senior...'","Junior with AI: ""What does the AI think I should do?"" Senior with AI: ""What do I think we should do? And how can the AI help me move faster on that?""",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'In any agentic interview, the senior moves the AI in small s...'","In any agentic interview, the senior moves the AI in small steps. The crutch user runs the AI on a long task and reviews the result en masse.",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'My instinct was X. I asked the AI for a second opinion / a s...',"My instinct was X. I asked the AI for a second opinion / a sanity check / an alternative, and it suggested Y. I went with [X / Y / a hybrid] because [reason rooted in your project's context].",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'I asked the AI and it told me to do X....',I asked the AI and it told me to do X.,soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'Did you actually read every line of code in your portfolio p...',Did you actually read every line of code in your portfolio project?,soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: '""Walk me through this function."" → They pick the most non-ob...'","""Walk me through this function."" → They pick the most non-obvious one.",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'Oh, I'm very careful with AI. I read everything. I run all t...'","Oh, I'm very careful with AI. I read everything. I run all the tests. I never just accept things.",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'AI is interesting but I generally write everything myself....',AI is interesting but I generally write everything myself.,soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'I deeply understand transformer architecture and use that to...',I deeply understand transformer architecture and use that to inform my prompting.,soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"Complete / recall the soundbite from ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 'Yeah, I... used AI for some of this, sorry....'","Yeah, I... used AI for some of this, sorry.",soundbite,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 2.1. The ""let me ask the AI"" reflex?","The crutch user, when asked a question they don't know the answer to, immediately reaches for the AI before thinking. They don't form an initial hypothesis. They don't articulate what they don't know. They just paste-and-pray.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
"In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 2.2. The ""the AI said so"" defense?","The crutch user, when asked why their code does X, says: ""That's how the AI suggested it.""",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 2.3. The diff-flood acceptance?,"The crutch user accepts giant diffs without reading them. They watch the AI rewrite 14 files, see ""tests pass,"" and move on. The senior user forces small diffs. They reject ""rewrite this whole module"" suggestions in favor of ""extract this one function"" steps they can review.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 2.4. The novelty assumption?,"The crutch user assumes anything the AI suggests is current best practice. The senior user knows the AI's training data lags reality by months — sometimes years — and that ""best practice"" is contextual anyway.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 5.1. Form a hypothesis before you prompt?,"Before typing a single character to the AI, write down (in your head or in a comment) what you think the answer is. Even a wrong hypothesis is useful — it gives you a baseline to compare the AI's answer against.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 5.2. Always read the diff?,"Even tiny diffs. Especially tiny diffs — the small ones are where sneaky behavioral changes hide. Make this a reflex, not a chore. Senior engineers can spot a one-character bug in a 200-line diff because they've read enough diffs.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 5.3. Run the code before trusting it?,"The AI is confident even when wrong. The compiler isn't. The test runner isn't. Run the code. Run the tests. The number of senior engineers who've shipped a confident-looking AI output without running it is not zero, and they'll all tell you the same horror story when you ask.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 5.4. Keep a log of AI mistakes?,"For one week, write down every time the AI was wrong. The format: what you asked, what it returned, what was wrong, what the right answer was. By Friday you'll have a personal failure-mode catalog. It will be your best interview prep artifact.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 8.1. The hypothesis log?,"For the next 5 working days, write down your hypothesis before prompting the AI. At the end of the week, look at the log. How often were you right? How often was the AI? What patterns of disagreement do you see?",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 8.2. The diff drill?,"Pick the next 10 AI-generated diffs that land in your code. Force yourself to articulate what each one changes, line by line, before accepting it. It will feel slow. After 10 diffs, it will be habit.",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 8.3. The story file?,Open interview-stories.md. Write down 5 STAR-format stories from your real work in the last 6 months. At least 2 of them should feature a moment where you did not trust the AI and made the call yourself.,concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 9.1. The performative caution?,"> ""Oh, I'm very careful with AI. I read everything. I run all the tests. I never just accept things.""",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 9.2. The performative skepticism?,"> ""AI is interesting but I generally write everything myself.""",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
In ai-interview/chapter-01-foundations/03-the-mindset-shift.md: 9.3. The performative depth?,"> ""I deeply understand transformer architecture and use that to inform my prompting.""",concept,ai-interview/chapter-01-foundations/03-the-mindset-shift.md
Complete / recall the soundbite from ai-interview/chapter-01-foundations/README.md: 'Before you can defend AI-assisted development in an intervie...',"Before you can defend AI-assisted development in an interview, you have to be able to define it precisely. This chapter gives you that definition — and the vocabulary that goes with it.",soundbite,ai-interview/chapter-01-foundations/README.md
Can you list the 5 framings without notes?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Can you state the opener for each framing without notes?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
"Can a friend ask you a sample of each, and can you identify the framing within 10 seconds?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Do you know which framing matches your natural strengths and which one you have to drill?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'The same question gets asked five different ways. Each frami...',The same question gets asked five different ways. Each framing wants a different opening sentence. Use the wrong one and you sound deaf to the room.,soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'That's a fair question and I think about it a lot. The short...',That's a fair question and I think about it a lot. The short answer is that AI raised the floor of what's possible — but it didn't lower the ceiling of what's required from a senior engineer. Let me explain.,soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'What's your take on the whole AI-and-developers conversation...',"What's your take on the whole AI-and-developers conversation?"" ""How do you think your job has changed in the last 18 months?"" ""Where do you see the most leverage from AI in your day-to-day, and where doesn't it help?",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
"Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'My take is that AI has changed what I spend time on, more th...'","My take is that AI has changed what I spend time on, more than it changed whether I'm needed. The typing got automated. The judgment didn't. If anything, the judgment got more important because there are more options to choose between.",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
"Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'Where do current AI tools break down for you, technically?"" ...'","Where do current AI tools break down for you, technically?"" ""What's a class of problem you would not let an LLM solve in production?"" ""How do you reason about when to trust LLM output vs verify it manually?",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
"Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'From a hiring-manager perspective, why should I prioritize a...'","From a hiring-manager perspective, why should I prioritize a human engineer over scaling AI tooling for my existing team?"" ""How do you think about the ROI of a senior engineer vs an AI subscription?"" ""If we doubled our AI tooling spend, what would still be missing?",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'AI tools are force multipliers. Force multipliers don't help...',"AI tools are force multipliers. Force multipliers don't help if you don't have force. The engineer is the force — the judgment about what to build, the design choices about how it fits, the accountability when it breaks. AI subscription doesn't show up to the postmortem. I do.",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
"Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'Are you worried about your career?"" ""Do you think this profe...'","Are you worried about your career?"" ""Do you think this profession will exist in 10 years?"" ""How do you tell a junior developer to start a career in 2026 with all this happening?",soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/01-the-five-framings.md: 'There are seven things humans still bring that AI does not. ...',There are seven things humans still bring that AI does not. Let me run through them quickly.,soundbite,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: How it sounds?,"> ""Honestly, I look at this stuff and I wonder why we hire any developers anymore. Convince me."" > > ""Half my team is being asked to do twice the work because of AI. Are you worth what we pay engineers?"" > > ""I've seen a single founder ship an entire SaaS app with AI alone. So why do I need a team of you?""",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: Tone signals?,"- The word ""convince"", ""justify"", ""prove"", ""worth"". - A short, blunt question without the usual interview pleasantries. - Eye contact that's holding you accountable, not warmly engaging. - They lean back, not forward.",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: What they actually want?,They want to feel that you take the question seriously and have an answer. They don't want a lecture about transformer architecture or a defensive rant. They want a senior engineer's quiet confidence.,concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: The opening sentence?,"> ""That's a fair question and I think about it a lot. The short answer is that AI raised the floor of what's possible — but it didn't lower the ceiling of what's required from a senior engineer. Let me explain.""",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: What not to do?,"- Don't smirk. - Don't deflect (""that's a complicated question...""). - Don't argue with the premise (""AI hasn't actually replaced developers..."") — that's a fight.",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: How it sounds?,"> ""What's your take on the whole AI-and-developers conversation?"" > > ""How do you think your job has changed in the last 18 months?"" > > ""Where do you see the most leverage from AI in your day-to-day, and where doesn't it help?""",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: Tone signals?,"- ""Your take"", ""how do you see"", ""what's interesting to you"". - Open posture, leaning in. - A genuine pause for you to answer, not a setup for their next point.",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: What they actually want?,"This is the most generous framing. The interviewer is curious, conversational, and probably as uncertain as you are. They want a thoughtful exchange, not a defended thesis.",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: The opening sentence?,"> ""My take is that AI has changed what I spend time on, more than it changed whether I'm needed. The typing got automated. The judgment didn't. If anything, the judgment got more important because there are more options to choose between.""",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: What not to do?,"- Don't over-prepare and deliver a monologue. They want a chat. - Don't be too humble (""oh, I'm still figuring it out"") — you'll sound junior.",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
In ai-interview/chapter-02-the-big-question/01-the-five-framings.md: How it sounds?,"> ""Where do current AI tools break down for you, technically?"" > > ""What's a class of problem you would not let an LLM solve in production?"" > > ""How do you reason about when to trust LLM output vs verify it manually?""",concept,ai-interview/chapter-02-the-big-question/01-the-five-framings.md
